[00:00.00 - 00:02.24] 就人现在是一个不称职的医生了
[63:00.22 - 63:01.22] 我們這個
[63:01.22 - 63:02.22] 在表達
[63:02.22 - 63:03.22] 我們人與AI的這個
[63:03.22 - 63:04.22] 能力關係
[63:04.22 - 63:05.22] 發生這個
[63:05.22 - 63:06.22] 自變的時候
[63:06.22 - 63:07.22] 就是
[63:07.22 - 63:08.22] 好像我們
[63:08.22 - 63:09.22] 真的打開一條
[63:09.22 - 63:10.22] IGI的這個
[63:10.22 - 63:11.22] 道路
[63:11.22 - 63:12.22] 不知道這樣理解
[63:12.22 - 63:13.22] 你認為
[63:13.22 - 63:14.22] 或者不是打開了
[63:14.22 - 63:15.22] 是已經開了
[63:15.22 - 63:16.22] 而且走了很久
[63:16.22 - 63:17.22] 且已經在
[63:17.22 - 63:18.22] 一個事不可擋的狀態
[63:18.22 - 63:19.22] 對
[63:19.22 - 63:20.22] 我不知道
[63:20.22 - 63:21.22] 你是怎麼去理解
[63:21.22 - 63:22.22] 或者是你理解
[63:22.22 - 63:23.22] 你定義的IGI
[63:23.22 - 63:24.22] 是一個
[63:24.22 - 63:25.22] 什麼樣的狀態
[63:25.22 - 63:26.22] 早年很早
[63:26.22 - 63:27.22] 那時候我其實
[63:27.22 - 63:28.22] 嘗試過
[63:28.22 - 63:29.22] 把AI發展定一些階段
[63:29.22 - 63:30.22] 但不是那個
[63:30.22 - 63:31.22] 人比的階段
[63:31.22 - 63:32.22] 因為早就不在這個狀態了
[63:32.22 - 63:33.22] 我覺得
[63:33.22 - 63:34.22] AI現在已經
[63:34.22 - 63:35.22] 具有一些
[63:35.22 - 63:36.22] 自我眼睛的
[63:36.22 - 63:37.22] 自我提升的能力了
[63:37.22 - 63:38.22] 這個已經遠不久
[63:38.22 - 63:39.22] 就只是說
[63:39.22 - 63:40.22] 獨立完成任務
[63:40.22 - 63:41.22] 這種的能力了
[63:41.22 - 63:42.22] 之後AI可以
[63:42.22 - 63:43.22] 完全用一些
[63:43.22 - 63:44.22] 就跟物理事業
[63:44.22 - 63:45.22] 接觸
[63:45.22 - 63:46.22] 跟緊密的
[63:46.22 - 63:47.22] 真正能夠
[63:47.22 - 63:48.22] 運行一個
[63:48.22 - 63:49.22] 考慮問題
[63:49.22 - 63:50.22] 一個
[63:50.22 - 63:51.22] 考慮問題
[63:51.22 - 63:52.22] 中文的反應
[63:52.22 - 63:53.22] 就是
[63:53.22 - 63:54.22] 更大的一組人
[63:54.22 - 63:55.22] 或者在關係的
[63:55.22 - 63:56.22] 這樣的能力
[63:56.22 - 63:57.22] 它完全可以
[63:57.22 - 63:58.22] 慢慢就有這樣的能力
[63:58.22 - 63:59.22] 所以這個
[63:59.22 - 64:00.22] 早就已經打不住了
[64:00.22 - 64:02.22] AI可能管理一個團隊
[64:02.22 - 64:03.22] 管理公司
[64:03.22 - 64:04.22] 管理公司
[64:04.22 - 64:05.22] 或者它對
[64:05.22 - 64:06.22] 運營
[64:06.22 - 64:07.22] 就是它主導裡面
[64:07.22 - 64:08.22] 關鍵角色
[64:08.22 - 64:09.22] 由AI來做的
[64:09.22 - 64:10.22] 分分任務
[64:10.22 - 64:11.22] 人更多的
[64:11.22 - 64:12.22] 聽說心理想要做分析
[64:12.22 - 64:13.22] 這個其實已經
[64:13.22 - 64:14.22] 這個事情
[64:14.22 - 64:15.22] 擋不住了
[64:15.22 - 64:16.22] 這個是你相對來講
[64:16.22 - 64:17.22] 比較理解
[64:17.22 - 64:18.22] 或者是你
[64:18.22 - 64:19.22] 認可的這個
[64:19.22 - 64:20.22] H.I.的這個實現
[64:20.22 - 64:21.22] H.I.的這個實現
[64:21.22 - 64:22.22] 就是
[64:22.22 - 64:23.22] H.I.的表述
[64:23.22 - 64:24.22] 更多實現能力
[64:24.22 - 64:25.22] 它的分析
[64:25.22 - 64:26.22] 推理電能力
[64:26.22 - 64:27.22] 但打到效果
[64:27.22 - 64:28.22] 這個效果
[64:28.22 - 64:29.22] 也可以說
[64:29.22 - 64:30.22] 為了打到效果
[64:30.22 - 64:31.22] 它一定是
[64:31.22 - 64:32.22] 有電能力的
[64:32.22 - 64:33.22] 我們今天說的
[64:33.22 - 64:34.22] AI扣的寫扣
[64:34.22 - 64:35.22] 大家不再說
[64:35.22 - 64:36.22] 很早再說
[64:36.22 - 64:37.22] 我只是從效果上
[64:37.22 - 64:38.22] AI本身
[64:38.22 - 64:39.22] 剛剛說能力上
[64:39.22 - 64:40.22] 這兩個不矛盾
[64:40.22 - 64:41.22] 我覺得能力上
[64:41.22 - 64:42.22] 肯定已經
[64:42.22 - 64:43.22] 就是已經事不誇大了
[64:43.22 - 64:44.22] 是
[64:44.22 - 64:45.22] 之前在討論
[64:45.22 - 64:46.22] AI的時候
[64:46.22 - 64:47.22] 大家設置的這個指標
[64:47.22 - 64:48.22] 有一個
[64:48.22 - 64:49.22] 就是寫扣頂的這個
[64:49.22 - 64:50.22] 能力
[64:50.22 - 64:51.22] 其實對於我個人
[64:51.22 - 64:52.22] 也很巨像的
[64:52.22 - 64:53.22] 就是說我總錯
[64:53.22 - 64:54.22] 在觀測
[64:54.22 - 64:55.22] 它是不是
[64:55.22 - 64:56.22] 在某個新模型
[64:56.22 - 64:57.22] 是不是超越了你的水平
[64:57.22 - 64:59.22] 對於你
[64:59.22 - 65:01.22] 現在有沒有模型
[65:01.22 - 65:02.22] 是已經超越了你
[65:02.22 - 65:03.22] 我自己
[65:03.22 - 65:04.22] 我現在也在
[65:04.22 - 65:05.22] 有模型寫
[65:05.22 - 65:06.22] 或者甚至
[65:06.22 - 65:07.22] 我帶一些方式
[65:07.22 - 65:08.22] 教母型
[65:08.22 - 65:09.22] 如果自己來寫代碼
[65:09.22 - 65:10.22] 現在我已經不但
[65:10.22 - 65:11.22] 我已經不獨立存在
[65:11.22 - 65:12.22] 這件事情了
[65:12.22 - 65:13.22] 但是就是說
[65:13.22 - 65:14.22] 現在我的一件
[65:14.22 - 65:15.22] 至少在很多
[65:15.22 - 65:16.22] 就是說那種
[65:16.22 - 65:17.22] 小型的體股上
[65:17.22 - 65:18.22] 還是
[65:18.22 - 65:19.22] 還是有一定的這個
[65:19.22 - 65:20.22] 你先信
[65:20.22 - 65:21.22] 但是這是我
[65:21.22 - 65:22.22] 訓練的一件的
[65:22.22 - 65:23.22] 不是在我自己了
[65:23.22 - 65:24.22] 就是這個
[65:24.22 - 65:25.22] 應該說我早就已經
[65:25.22 - 65:26.22] 不在意
[65:26.22 - 65:27.22] 說我個人的方式來
[65:27.22 - 65:28.22] 跟他們比例比例
[65:28.22 - 65:29.22] 你剛才講到說
[65:29.22 - 65:30.22] 我們現在
[65:30.22 - 65:31.22] 我能說我家也
[65:31.22 - 65:32.22] 比單獨
[65:32.22 - 65:33.22] 或者別人家
[65:33.22 - 65:34.22] 或者單獨
[65:34.22 - 65:35.22] 但單獨
[65:35.22 - 65:36.22] 已經很早就不在這樣
[65:36.22 - 65:37.22] 比較了
[65:37.22 - 65:38.22] 所以以後頂尖
[65:38.22 - 65:39.22] 透coder的
[65:39.22 - 65:40.22] 這個比拼
[65:40.22 - 65:41.22] 它其實就是
[65:41.22 - 65:42.22] coder人類
[65:42.22 - 65:43.22] coder本身
[65:43.22 - 65:44.22] 加這個
[65:44.22 - 65:45.22] AI本身
[65:45.22 - 65:46.22] 形成的這個
[65:46.22 - 65:47.22] 綜合的這個
[65:47.22 - 65:48.22] 那由後面
[65:48.22 - 65:49.22] 都不在我
[65:49.22 - 65:50.22] 確定了
[65:50.22 - 65:51.22] 但是就真正的寫代碼
[65:51.22 - 65:52.22] 其實已經
[65:52.22 - 65:53.22] 說得出擊到這個狀態
[65:53.22 - 65:54.22] 對
[65:54.22 - 65:55.22] 然後
[65:55.22 - 65:56.22] 就你剛才也講到了一個
[65:56.22 - 65:57.22] 就是我們現在已經
[65:57.22 - 65:59.22] 正在生存在一個
[65:59.22 - 66:00.22] 通往ADI的過程當中
[66:00.22 - 66:01.22] 然後之前
[66:01.22 - 66:02.22] 那個
[66:02.22 - 66:03.22] 我們這個領域裡面
[66:03.22 - 66:04.22] 它其實
[66:04.22 - 66:05.22] 上一次
[66:05.22 - 66:06.22] 比較有爭議的
[66:06.22 - 66:07.22] 在講說
[66:07.22 - 66:08.22] 我們現在這個
[66:08.22 - 66:09.22] 雙法的這個
[66:09.22 - 66:10.22] 放式
[66:10.22 - 66:11.22] 我們現在這個
[66:11.22 - 66:12.22] 一靠Skyling的
[66:12.22 - 66:13.22] 一靠Skyling的這個方式
[66:13.22 - 66:14.22] 是無法
[66:14.22 - 66:15.22] 實現這個
[66:15.22 - 66:16.22] AI的
[66:16.22 - 66:17.22] 我覺得它裡面
[66:17.22 - 66:18.22] 可能
[66:18.22 - 66:19.22] 確定
[66:19.22 - 66:20.22] 但確定不是靠這樣做的
[66:20.22 - 66:21.22] 對
[66:21.22 - 66:22.22] 所以
[66:22.22 - 66:23.22] 我不知道你這麼認同這個
[66:23.22 - 66:24.22] 而且我們需不需要一種
[66:24.22 - 66:25.22] 新的或者是
[66:25.22 - 66:26.22] 更
[66:26.22 - 66:27.22] 更好的這種架構的
[66:27.22 - 66:28.22] 那實現
[66:28.22 - 66:29.22] 不過
[66:29.22 - 66:30.22] 人過去
[66:30.22 - 66:31.22] 我覺得AI
[66:31.22 - 66:32.22] 過去3-6
[66:32.22 - 66:33.22] 就是這個的發展
[66:33.22 - 66:34.22] 原本不應結構
[66:34.22 - 66:35.22] 有很多終極的自然的
[66:35.22 - 66:36.22] 還有就是
[66:36.22 - 66:37.22] 說的
[66:37.22 - 66:38.22] 它可以熊峰距
[66:38.22 - 66:39.22] 它的很多Skyles
[66:39.22 - 66:40.22] 它的Harrison Engineering
[66:40.22 - 66:41.22] 和很多
[66:41.22 - 66:42.22] 現在
[66:42.22 - 66:43.22] 有更多的這些做法
[66:43.22 - 66:44.22] 其實這就是它的根源
[66:44.22 - 66:45.22] 它並不是靠簡單的
[66:45.22 - 66:46.22] 人家屬於要做
[66:46.22 - 66:47.22] 它裡面講到
[66:47.22 - 66:48.22] 一個
[66:48.22 - 66:49.22] 類似這個
[66:49.22 - 66:50.22] 直覺的事情
[66:50.22 - 66:51.22] 比如說
[66:51.22 - 66:52.22] 人類的小孩
[66:52.22 - 66:53.22] 就比如說
[66:53.22 - 66:54.22] 摔我一次說
[66:54.22 - 66:55.22] 或者人類的小孩
[66:55.22 - 66:56.22] 天然的
[66:56.22 - 66:57.22] 就知道說
[66:57.22 - 66:58.22] 我在一個高的地方
[66:58.22 - 66:59.22] 我是不能
[66:59.22 - 67:00.22] 掉下去的
[67:00.22 - 67:01.22] 我們可能在
[67:01.22 - 67:01.72] 比如說機器人
[67:01.72 - 67:02.72] 它可能先天
[67:02.72 - 67:03.72] 不具有
[67:03.72 - 67:04.72] 我不知道這個事情
[67:04.72 - 67:06.72] 我們這個直覺的這個事情
[67:06.72 - 67:07.72] 你是
[67:07.72 - 67:08.72] 這個叫做
[67:08.72 - 67:09.72] 不用緊的一次
[67:09.72 - 67:10.72] 它這個靠近Skyles
[67:10.72 - 67:11.72] 就它
[67:11.72 - 67:12.72] 它甚至跟別人
[67:12.72 - 67:13.72] 就是它的好處
[67:13.72 - 67:14.72] 是它不像人
[67:14.72 - 67:15.72] 互相搭的
[67:15.72 - 67:16.72] 很多
[67:16.72 - 67:17.72] 都是
[67:17.72 - 67:18.72] 懂力的
[67:18.72 - 67:19.72] 分別到學習的
[67:19.72 - 67:20.72] 但它可以完全
[67:20.72 - 67:21.72] 總結出剛說這個點
[67:21.72 - 67:22.72] 去記住就OK了
[67:22.72 - 67:23.72] 它根本都不需要這個
[67:23.72 - 67:24.72] 所以其實
[67:24.72 - 67:25.72] 現在
[67:25.72 - 67:26.72] 包括
[67:26.72 - 67:27.72] Skyles的這個方式
[67:27.72 - 67:28.72] 它其實
[67:28.72 - 67:29.72] 也是讓AI
[67:29.72 - 67:30.72] 更加自然
[67:30.72 - 67:31.72] 部分
[67:31.72 - 67:32.72] 對
[67:32.72 - 67:33.72] 它能記下自己的
[67:33.72 - 67:34.72] 學到的東西了
[67:34.72 - 67:35.72] 它不再是
[67:35.72 - 67:36.72] 是要重令還是學起
[67:36.72 - 67:37.72] 或者它的
[67:37.72 - 67:38.72] 現在主要是
[67:38.72 - 67:39.72] 還是以文工具為主
[67:39.72 - 67:40.72] 現在也結合了
[67:40.72 - 67:41.72] 很多人的一些
[67:41.72 - 67:42.72] 認知了
[67:42.72 - 67:43.72] 這也有很多這樣
[67:43.72 - 67:44.72] 是這樣的內容嗎
[67:44.72 - 67:45.72] 所以教主你剛才其實
[67:45.72 - 67:46.72] 也談到
[67:46.72 - 67:47.72] AI與人的關係的時候
[67:47.72 - 67:48.72] 其實我們之前
[67:48.72 - 67:49.72] 也不太討論
[67:49.72 - 67:50.72] 這樣
[67:50.72 - 67:51.72] 我跟你
[67:51.72 - 67:52.72] 認識差不多10年了
[67:52.72 - 67:53.72] 我從來沒有問過
[67:53.72 - 67:54.72] 你這個電車難提的
[67:54.72 - 67:55.72] 這個事情
[67:55.72 - 67:56.72] 當時
[67:56.72 - 67:57.72] 中共駕駛令人
[67:57.72 - 67:59.72] 裡面帶大家
[67:59.72 - 68:00.72] 這個事情
[68:00.72 - 68:01.72] 所以現在
[68:01.72 - 68:02.72] 是時候
[68:02.72 - 68:03.72] 去考慮這個
[68:03.72 - 68:04.72] 電車這個問題
[68:04.72 - 68:05.72] 就是你
[68:05.72 - 68:06.72] 賺一個
[68:06.72 - 68:07.72] 賺五個人
[68:07.72 - 68:08.72] 這樣的問題
[68:08.72 - 68:09.72] 然後我覺得
[68:09.72 - 68:10.72] AI能做好
[68:10.72 - 68:11.72] 還是它避免
[68:11.72 - 68:12.72] 比較選擇的狀態
[68:12.72 - 68:13.72] 就才能夠
[68:13.72 - 68:14.72] 更早的來防備
[68:14.72 - 68:15.72] 然後避免它
[68:15.72 - 68:16.72] 將來要
[68:16.72 - 68:17.72] 必須要做這個選擇
[68:17.72 - 68:18.72] 這個才能AI
[68:18.72 - 68:19.72] 該做的事
[68:19.72 - 68:20.72] 而不是說
[68:20.72 - 68:21.72] 它必須要有個
[68:21.72 - 68:22.72] 胖端
[68:22.72 - 68:23.72] 就讓你說
[68:23.72 - 68:24.72] 它做得好
[68:24.72 - 68:25.72] 不應該會
[68:25.72 - 68:26.72] 逼到需要這麼判斷
[68:26.72 - 68:27.72] 我覺得
[68:27.72 - 68:28.72] 這是一個好回答
[68:28.72 - 68:29.72] 這也是我覺得
[68:29.72 - 68:31.72] AI很一定能超過這個地方
[68:31.72 - 68:33.72] 你的小孩現在
[68:33.72 - 68:34.72] 是一個
[68:34.72 - 68:35.72] 青春節的小孩
[68:35.72 - 68:36.72] 就很小
[68:36.72 - 68:37.72] 我們那小孩差不多大
[68:37.72 - 68:38.72] 就是你對於
[68:38.72 - 68:39.72] 下一代的這個
[68:39.72 - 68:40.72] 是怎麼思考的
[68:40.72 - 68:41.72] 就變像
[68:41.72 - 68:42.72] AI已經如此之強大了
[68:42.72 - 68:43.72] 然後
[68:43.72 - 68:44.72] 我們應該
[68:44.72 - 68:47.42] 怎麼樣眼覺
[68:47.42 - 68:48.42] 我們下一代
[68:48.42 - 68:49.42] 昨天下一代
[68:49.42 - 68:50.42] 可能我
[68:50.42 - 68:51.42] 不能不因此特殊吧
[68:51.42 - 68:52.42] 就是
[68:52.42 - 68:53.42] 有人會想問
[68:53.42 - 68:54.42] 我類似的
[68:54.42 - 68:55.42] 就是跟下一代的問題
[68:55.42 - 68:56.42] 現在我做了很多工作
[68:56.42 - 68:57.42] 本質上AI
[68:57.42 - 68:58.42] 已經不夠快
[68:58.42 - 68:59.42] 或者說
[68:59.42 - 69:00.42] 您在做的事上
[69:00.42 - 69:01.42] AI超越人
[69:01.42 - 69:02.42] 無論是駕駛上
[69:02.42 - 69:03.42] 之後可能還有別的領域
[69:03.42 - 69:04.42] 讓AI超越人
[69:04.42 - 69:05.42] 剛好說一家
[69:05.42 - 69:06.42] 有很多事情
[69:06.42 - 69:07.42] AI能夠超越人
[69:07.42 - 69:08.42] 這件事究竟
[69:08.42 - 69:09.42] 那意義什麼
[69:09.42 - 69:10.42] 就為什麼
[69:10.42 - 69:11.42] 人要做這件事情
[69:11.42 - 69:12.42] 其實一方面
[69:12.42 - 69:13.42] 就是
[69:13.42 - 69:14.42] AI很能做得好
[69:14.42 - 69:15.42] 能夠帶來駕駛
[69:15.42 - 69:16.42] 比如說
[69:16.42 - 69:17.42] 剛好電視上
[69:17.42 - 69:18.42] 它能夠避免這樣的事情
[69:18.42 - 69:19.42] 但另外一回答就是
[69:19.42 - 69:20.42] 還有一個很重要的原因
[69:20.42 - 69:21.42] 就是
[69:21.42 - 69:22.42] 只有在這個過程中
[69:22.42 - 69:23.42] 只有參與這個過程
[69:23.42 - 69:24.42] 才能真正非告他
[69:24.42 - 69:25.42] 真正想出
[69:25.42 - 69:26.42] 真正如何和AI共存
[69:26.42 - 69:28.42] 如果你沒有參與AI超人的過程
[69:28.42 - 69:29.42] 在過程中
[69:29.42 - 69:30.42] 可能真正找到
[69:30.42 - 69:31.42] 在AI做過強壽人
[69:31.42 - 69:32.42] 還有哪些事情
[69:32.42 - 69:33.42] 成員來做
[69:33.42 - 69:34.42] 這可能也是另一個
[69:34.42 - 69:35.42] 現在我工作
[69:35.42 - 69:36.42] 很重要的重點
[69:36.42 - 69:37.42] 其實我
[69:37.42 - 69:38.42] 也經他的思考
[69:38.42 - 69:39.42] 就會整個事情
[69:39.42 - 69:40.42] 是人可以做AI做不了的
[69:40.42 - 69:41.42] 其實還是有些的
[69:41.42 - 69:42.42] 但是這些
[69:42.42 - 69:43.42] 其實這個應該
[69:43.42 - 69:44.42] 也時候在學中
[69:44.42 - 69:45.42] 但這個可能
[69:45.42 - 69:46.42] 跟下一代沒有直接關係
[69:46.42 - 69:47.42] 我覺得下一代的話
[69:47.42 - 69:48.42] 更多比如它的
[69:48.42 - 69:49.42] 體制它的一些
[69:49.42 - 69:50.42] 基礎能力
[69:50.42 - 69:51.42] 這樣好
[69:51.42 - 69:52.42] 之後才有更多機會
[69:52.42 - 69:53.42] 但今天
[69:53.42 - 69:54.42] 其實並不在於今天
[69:54.42 - 69:55.42] 馬上要學什麼內容
[69:55.42 - 69:56.42] 這個我並不認同
[69:56.42 - 69:57.42] 我認同還是一些
[69:57.42 - 69:58.42] 進行的變重要
[69:58.42 - 69:59.42] 有一些發展
[69:59.42 - 70:00.42] 體育還是非常重要
[70:00.42 - 70:02.42] 體育育育育的
[70:02.42 - 70:03.42] 還有一些其他知識
[70:03.42 - 70:04.42] 它就基礎能力
[70:04.42 - 70:05.42] 對一些
[70:05.42 - 70:06.42] 比較數學物理的一些
[70:06.42 - 70:07.42] 基本的認知
[70:07.42 - 70:08.42] 對一些交流
[70:08.42 - 70:09.42] 交流能力
[70:09.42 - 70:10.42] 基本的這些能力
[70:10.42 - 70:11.42] 都是很重要的
[70:11.42 - 70:12.42] 但是其實
[70:12.42 - 70:13.42] 如何AI共存這件事情
[70:13.42 - 70:15.42] 確實它不斷發展
[70:15.42 - 70:16.42] 這應該是可能
[70:16.42 - 70:17.42] 我背吧
[70:17.42 - 70:18.42] 最重要的一個工作之一
[70:18.42 - 70:19.42] OK
[70:19.42 - 70:20.42] 我幫助AI超人
[70:20.42 - 70:21.42] 不是未來
[70:21.42 - 70:22.42] 就看得出來的
[70:22.42 - 70:24.42] 是我要學校的觀眾真正去
[70:24.42 - 70:25.42] 想出
[70:25.42 - 70:26.42] 究竟什麼事情
[70:26.42 - 70:27.42] 我做這個工作
[70:27.42 - 70:28.42] 謝謝教授
[70:28.42 - 70:29.42] 我覺得你給我一個
[70:29.42 - 70:31.42] 很大的思維
[70:31.42 - 70:32.42] 或者是
[70:32.42 - 70:33.42] 思考方式的啟發
[70:33.42 - 70:34.42] 就是
[70:34.42 - 70:35.42] 過程
[70:35.42 - 70:36.42] 太重要了
[70:36.42 - 70:37.42] 過程很難比
[70:37.42 - 70:38.42] 結果還更重要
[70:38.42 - 70:39.42] 這個就是
[70:39.42 - 70:40.42] 慢著我一件事情
[70:40.42 - 70:41.42] 我之前可能確實
[70:41.42 - 70:42.42] 因為我心中學
[70:42.42 - 70:43.42] 一直是這樣
[70:43.42 - 70:44.42] 所以沒有這種總結
[70:44.42 - 70:45.42] 經歷者的過程
[70:45.42 - 70:46.42] 可能才真正知道
[70:46.42 - 70:47.42] 下一步可能做
[70:47.42 - 70:48.42] 我自動駕駛
[70:48.42 - 70:49.42] 我是這麼做的
[70:49.42 - 70:50.42] 我怎麼認為
[70:50.42 - 70:51.42] 包括和AI這個行為
[70:51.42 - 70:52.42] 我覺得我經歷的
[70:52.42 - 70:53.42] 讓幫助到超越人的過程
[70:53.42 - 70:54.42] 我才知道
[70:54.42 - 70:55.42] 將來就究竟
[70:55.42 - 70:56.42] 如何可能的工作
[70:56.42 - 70:58.42] 謝謝教授
[70:58.42 - 70:59.42] 謝謝教授
[70:59.42 - 71:00.42] 感謝你
[71:00.42 - 71:01.42] 謝謝
[71:01.42 - 71:02.42] 謝謝
